hand_spray_images_cropped,IMG_20240426_180703.jpg,[[10.47804178]]
hand_spray_images_cropped,IMG_20240426_180713.jpg,[[8.80381338]]
hand_spray_images_cropped,IMG_20240426_180724.jpg,[[9.94801058]]
hand_spray_images_cropped,IMG_20240426_180733.jpg,[[10.62486535]]
hand_spray_images_cropped,IMG_20240426_180742.jpg,[[10.43302624]]
hand_spray_images_cropped,IMG_20240426_180750.jpg,[[10.31397687]]
hand_spray_images_cropped,IMG_20240426_180802.jpg,[[13.18306433]]
hand_spray_images_cropped,IMG_20240426_180810.jpg,[[8.50307448]]
hand_spray_images_cropped,IMG_20240426_180821.jpg,[[8.93476261]]
hand_spray_images_cropped,IMG_20240426_180828.jpg,[[7.86894359]]
machine_spray_images_cropped,IMG_20240426_180533.jpg,[[8.03121549]]
machine_spray_images_cropped,IMG_20240426_180539.jpg,[[12.77877583]]
machine_spray_images_cropped,IMG_20240426_180555.jpg,[[9.57732664]]
machine_spray_images_cropped,IMG_20240426_180602.jpg,[[12.35446637]]
machine_spray_images_cropped,IMG_20240426_180608.jpg,[[13.30080963]]
machine_spray_images_cropped,IMG_20240426_180615.jpg,[[13.15015277]]
machine_spray_images_cropped,IMG_20240426_180623.jpg,[[11.1163712]]
machine_spray_images_cropped,IMG_20240426_180629.jpg,[[8.71257896]]
test_images_cropped,IMG_20240426_180422.jpg,[[5.73510263]]
test_images_cropped,IMG_20240426_180433.jpg,[[63.15163156]]
test_images_cropped,IMG_20240426_180443.jpg,[[16.35737263]]
test_images_cropped,IMG_20240426_180456.jpg,[[53.16269917]]
test_images_cropped,IMG_20240426_180522.jpg,[[21.48359968]]
troublesome_images_cropped,IMG_20240426_180636.jpg,[[41.40085288]]
